Plasmid	Genome ID	Accession	PATRIC ID	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	AA Length	Product	GO
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.117	PATRIC.573.39893.573.39893.con.0001.CDS.82431.82610.rev	PATRIC	CDS	82431	82610	180	-	PLF_570_00076781	PGF_08225224	59	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.118	PATRIC.573.39893.573.39893.con.0001.CDS.82743.83075.rev	PATRIC	CDS	82743	83075	333	-	PLF_570_00007369	PGF_08225224	110	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.119	PATRIC.573.39893.573.39893.con.0001.CDS.83185.83535.fwd	PATRIC	CDS	83185	83535	351	+	PLF_570_00121925	PGF_08225224	116	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.120	PATRIC.573.39893.573.39893.con.0001.CDS.83637.83996.rev	PATRIC	CDS	83637	83996	360	-	PLF_570_00007370	PGF_00364864	119	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.121	PATRIC.573.39893.573.39893.con.0001.CDS.83993.84289.rev	PATRIC	CDS	83993	84289	297	-	PLF_570_00007115	PGF_00972387	98	FIG00644782: hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.122	PATRIC.573.39893.573.39893.con.0001.CDS.84402.84947.rev	PATRIC	CDS	84402	84947	546	-	PLF_570_00058782	PGF_08225224	181	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.123	PATRIC.573.39893.573.39893.con.0001.CDS.84947.85102.rev	PATRIC	CDS	84947	85102	156	-	PLF_570_00028798	PGF_06562455	51	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.124	PATRIC.573.39893.573.39893.con.0001.CDS.85175.85414.rev	PATRIC	CDS	85175	85414	240	-	PLF_570_00057706	PGF_00290557	79	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.125	PATRIC.573.39893.573.39893.con.0001.CDS.85424.85828.rev	PATRIC	CDS	85424	85828	405	-	PLF_570_00006553	PGF_00382568	134	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.126	PATRIC.573.39893.573.39893.con.0001.CDS.85886.86311.rev	PATRIC	CDS	85886	86311	426	-	PLF_570_00006494	PGF_06820095	141	KlcA protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.127	PATRIC.573.39893.573.39893.con.0001.CDS.86726.87166.fwd	PATRIC	CDS	86726	87166	441	+	PLF_570_00080045	PGF_07518314	146	Error-prone repair protein UmuD	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.128	PATRIC.573.39893.573.39893.con.0001.CDS.87154.88419.fwd	PATRIC	CDS	87154	88419	1266	+	PLF_570_00087906	PGF_00424726	421	"Error-prone, lesion bypass DNA polymerase V (UmuC)"	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.129	PATRIC.573.39893.573.39893.con.0001.CDS.88570.89361.fwd	PATRIC	CDS	88570	89361	792	+	PLF_570_00006677	PGF_00022705	263	Mpr protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.130	PATRIC.573.39893.573.39893.con.0001.CDS.89376.89717.rev	PATRIC	CDS	89376	89717	342	-	PLF_570_00006403	PGF_10544582	113	hypothetical protein	
pVA172-90	573.39893	573.39893.con.0001	fig|573.39893.peg.15	PATRIC.573.39893.573.39893.con.0001.CDS.9965.10135.fwd	PATRIC	CDS	9965	10135	171	+			56	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.1	PATRIC.573.34551.573.34551.con.0001.CDS.1.1011.fwd	PATRIC	CDS	1	1011	1011	+	PLF_570_00004629	PGF_00421810	336	DNA replication protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.139	PATRIC.573.34551.573.34551.con.0001.CDS.100531.100839.rev	PATRIC	CDS	100531	100839	309	-	PLF_570_00005511	PGF_08238808	102	FIG00243524: hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.140	PATRIC.573.34551.573.34551.con.0001.CDS.100836.101486.rev	PATRIC	CDS	100836	101486	651	-	PLF_570_00079684	PGF_08225224	216	YihA	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.141	PATRIC.573.34551.573.34551.con.0001.CDS.101542.102186.rev	PATRIC	CDS	101542	102186	645	-		PGF_08238808	214	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.142	PATRIC.573.34551.573.34551.con.0001.CDS.102236.102832.rev	PATRIC	CDS	102236	102832	597	-	PLF_570_00043183	PGF_08225224	198	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.143	PATRIC.573.34551.573.34551.con.0001.CDS.102999.103592.rev	PATRIC	CDS	102999	103592	594	-	PLF_570_00003622	PGF_00013862	197	IncF plasmid conjugative transfer fertility inhibition protein FinO	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.144	PATRIC.573.34551.573.34551.con.0001.CDS.103748.104392.rev	PATRIC	CDS	103748	104392	645	-	PLF_570_00004281	PGF_00013864	214	IncF plasmid conjugative transfer pilin acetylase TraX	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.145	PATRIC.573.34551.573.34551.con.0001.CDS.104385.104540.rev	PATRIC	CDS	104385	104540	156	-	PLF_570_00128488	PGF_11822144	51	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.146	PATRIC.573.34551.573.34551.con.0001.CDS.104553.109811.rev	PATRIC	CDS	104553	109811	5259	-	PLF_570_00036801	PGF_10387734	1752	IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.147	PATRIC.573.34551.573.34551.con.0001.CDS.109811.112123.rev	PATRIC	CDS	109811	112123	2313	-	PLF_570_00003345	PGF_09290469	770	IncF plasmid conjugative transfer protein TraD	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.21	PATRIC.573.34551.573.34551.con.0001.CDS.11195.13192.rev	PATRIC	CDS	11195	13192	1998	-	PLF_570_00004913	PGF_01079080	665	Secondary glycine betaine transporter BetU	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.148	PATRIC.573.34551.573.34551.con.0001.CDS.112252.112941.rev	PATRIC	CDS	112252	112941	690	-	PLF_570_00005412	PGF_08225224	229	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.149	PATRIC.573.34551.573.34551.con.0001.CDS.113134.113865.rev	PATRIC	CDS	113134	113865	732	-	PLF_570_00004512	PGF_00013946	243	IncF plasmid conjugative transfer surface exclusion protein TraT	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.150	PATRIC.573.34551.573.34551.con.0001.CDS.114116.114718.rev	PATRIC	CDS	114116	114718	603	-	PLF_570_00062581	PGF_06859241	200	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.151	PATRIC.573.34551.573.34551.con.0001.CDS.114741.117563.rev	PATRIC	CDS	114741	117563	2823	-	PLF_570_00003382	PGF_00013916	940	IncF plasmid conjugative transfer protein TraG	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.152	PATRIC.573.34551.573.34551.con.0001.CDS.117563.118930.rev	PATRIC	CDS	117563	118930	1368	-	PLF_570_00004401	PGF_08972330	455	IncF plasmid conjugative transfer pilus assembly protein TraH	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.153	PATRIC.573.34551.573.34551.con.0001.CDS.118920.119363.rev	PATRIC	CDS	118920	119363	444	-	PLF_570_00005419	PGF_08225224	147	IncF plasmid conjugative transfer protein TrbF	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.154	PATRIC.573.34551.573.34551.con.0001.CDS.119409.119966.rev	PATRIC	CDS	119409	119966	558	-	PLF_570_00004267	PGF_00013925	185	IncF plasmid conjugative transfer protein TrbB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.155	PATRIC.573.34551.573.34551.con.0001.CDS.119938.120177.rev	PATRIC	CDS	119938	120177	240	-	PLF_570_00004424	PGF_00013923	79	IncF plasmid conjugative transfer protein TraQ	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.156	PATRIC.573.34551.573.34551.con.0001.CDS.120188.120940.rev	PATRIC	CDS	120188	120940	753	-	PLF_570_00012481	PGF_03830470	250	IncF plasmid conjugative transfer pilus assembly protein TraF	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.157	PATRIC.573.34551.573.34551.con.0001.CDS.120961.121287.rev	PATRIC	CDS	120961	121287	327	-	PLF_570_00004604	PGF_00326234	108	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.158	PATRIC.573.34551.573.34551.con.0001.CDS.121300.121548.rev	PATRIC	CDS	121300	121548	249	-	PLF_570_00005603	PGF_00163448	82	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.159	PATRIC.573.34551.573.34551.con.0001.CDS.121526.121780.rev	PATRIC	CDS	121526	121780	255	-	PLF_570_00004268	PGF_00013943	84	IncF plasmid conjugative transfer protein TrbE	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.160	PATRIC.573.34551.573.34551.con.0001.CDS.121812.123767.rev	PATRIC	CDS	121812	123767	1956	-	PLF_570_00004260	PGF_02913871	651	IncF plasmid conjugative transfer protein TraN	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.161	PATRIC.573.34551.573.34551.con.0001.CDS.123826.124473.rev	PATRIC	CDS	123826	124473	648	-	PLF_570_00004326	PGF_00013942	215	IncF plasmid conjugative transfer protein TrbC	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.162	PATRIC.573.34551.573.34551.con.0001.CDS.124552.124728.rev	PATRIC	CDS	124552	124728	177	-			58	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.163	PATRIC.573.34551.573.34551.con.0001.CDS.124749.125738.rev	PATRIC	CDS	124749	125738	990	-	PLF_570_00004570	PGF_00615364	329	IncF plasmid conjugative transfer pilus assembly protein TraU	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.164	PATRIC.573.34551.573.34551.con.0001.CDS.125735.126136.rev	PATRIC	CDS	125735	126136	402	-	PLF_570_00053987	PGF_00380498	133	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.165	PATRIC.573.34551.573.34551.con.0001.CDS.126171.126806.rev	PATRIC	CDS	126171	126806	636	-	PLF_570_00004591	PGF_07717077	211	IncF plasmid conjugative transfer pilus assembly protein TraW	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.166	PATRIC.573.34551.573.34551.con.0001.CDS.126806.127195.rev	PATRIC	CDS	126806	127195	390	-	PLF_570_00004541	PGF_00013945	129	IncF plasmid conjugative transfer protein TrbI	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.167	PATRIC.573.34551.573.34551.con.0001.CDS.127195.129834.rev	PATRIC	CDS	127195	129834	2640	-	PLF_570_00004364	PGF_00013871	879	IncF plasmid conjugative transfer pilus assembly protein TraC	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.168	PATRIC.573.34551.573.34551.con.0001.CDS.129906.130298.rev	PATRIC	CDS	129906	130298	393	-	PLF_570_00005385	PGF_03332290	130	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.169	PATRIC.573.34551.573.34551.con.0001.CDS.130312.130605.rev	PATRIC	CDS	130312	130605	294	-	PLF_570_00005434	PGF_08225224	97	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.170	PATRIC.573.34551.573.34551.con.0001.CDS.130745.131149.rev	PATRIC	CDS	130745	131149	405	-	PLF_570_00004706	PGF_06611914	134	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.171	PATRIC.573.34551.573.34551.con.0001.CDS.131216.131527.rev	PATRIC	CDS	131216	131527	312	-	PLF_570_00004764	PGF_00089171	103	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.172	PATRIC.573.34551.573.34551.con.0001.CDS.131528.131746.rev	PATRIC	CDS	131528	131746	219	-	PLF_570_00042519	PGF_06560088	72	probable fimbrial protein staA	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.2	PATRIC.573.34551.573.34551.con.0001.CDS.1318.1497.fwd	PATRIC	CDS	1318	1497	180	+	PLF_570_00050022	PGF_05071017	59	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.173	PATRIC.573.34551.573.34551.con.0001.CDS.131826.132059.rev	PATRIC	CDS	131826	132059	234	-			77	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.174	PATRIC.573.34551.573.34551.con.0001.CDS.132064.132462.rev	PATRIC	CDS	132064	132462	399	-	PLF_570_00018035	PGF_00106691	132	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.175	PATRIC.573.34551.573.34551.con.0001.CDS.132606.133190.rev	PATRIC	CDS	132606	133190	585	-	PLF_570_00009877	PGF_04419840	194	IncF plasmid conjugative transfer pilus assembly protein TraV	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.176	PATRIC.573.34551.573.34551.con.0001.CDS.133213.133578.rev	PATRIC	CDS	133213	133578	366	-	PLF_570_00004879	PGF_00069970	121	IncF plasmid conjugative transfer protein TraP	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.22	PATRIC.573.34551.573.34551.con.0001.CDS.13344.13847.rev	PATRIC	CDS	13344	13847	504	-	PLF_570_00000003	PGF_06495825	167	IS1 protein InsB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.177	PATRIC.573.34551.573.34551.con.0001.CDS.133630.133809.rev	PATRIC	CDS	133630	133809	180	-	PLF_570_00004879	PGF_00069970	59	IncF plasmid conjugative transfer protein TraP	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.178	PATRIC.573.34551.573.34551.con.0001.CDS.133802.135226.rev	PATRIC	CDS	133802	135226	1425	-	PLF_570_00003479	PGF_00467825	474	IncF plasmid conjugative transfer pilus assembly protein TraB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.179	PATRIC.573.34551.573.34551.con.0001.CDS.135226.135966.rev	PATRIC	CDS	135226	135966	741	-	PLF_570_00004084	PGF_00013893	246	IncF plasmid conjugative transfer pilus assembly protein TraK	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.180	PATRIC.573.34551.573.34551.con.0001.CDS.135953.136519.rev	PATRIC	CDS	135953	136519	567	-	PLF_570_00004136	PGF_00013875	188	IncF plasmid conjugative transfer pilus assembly protein TraE	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.181	PATRIC.573.34551.573.34551.con.0001.CDS.136539.136844.rev	PATRIC	CDS	136539	136844	306	-	PLF_570_00004325	PGF_01246464	101	IncF plasmid conjugative transfer pilus assembly protein TraL	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.182	PATRIC.573.34551.573.34551.con.0001.CDS.136858.137226.rev	PATRIC	CDS	136858	137226	369	-	PLF_570_00036302	PGF_00013866	122	IncF plasmid conjugative transfer pilin protein TraA	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.183	PATRIC.573.34551.573.34551.con.0001.CDS.137288.137506.rev	PATRIC	CDS	137288	137506	219	-	PLF_570_00018062	PGF_08225224	72	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.184	PATRIC.573.34551.573.34551.con.0001.CDS.137627.138346.rev	PATRIC	CDS	137627	138346	720	-	PLF_570_00032379	PGF_08059527	239	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.185	PATRIC.573.34551.573.34551.con.0001.CDS.138546.138929.rev	PATRIC	CDS	138546	138929	384	-	PLF_570_00005043	PGF_00013863	127	IncF plasmid conjugative transfer mating signal transduction protein TraM	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.23	PATRIC.573.34551.573.34551.con.0001.CDS.13858.14049.rev	PATRIC	CDS	13858	14049	192	-	PLF_570_00016944	PGF_08225224	63	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.186	PATRIC.573.34551.573.34551.con.0001.CDS.139353.139838.fwd	PATRIC	CDS	139353	139838	486	+	PLF_570_00004266	PGF_00411196	161	X polypeptide	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.187	PATRIC.573.34551.573.34551.con.0001.CDS.139871.140185.rev	PATRIC	CDS	139871	140185	315	-	PLF_570_00004809	PGF_00326542	104	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.188	PATRIC.573.34551.573.34551.con.0001.CDS.140233.141054.rev	PATRIC	CDS	140233	141054	822	-	PLF_570_00010461	PGF_00064344	273	UPF0380 proteins YafZ and homologs	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.189	PATRIC.573.34551.573.34551.con.0001.CDS.141066.141191.rev	PATRIC	CDS	141066	141191	126	-	PLF_570_00006585	PGF_02142873	41	Single-stranded DNA-binding protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.190	PATRIC.573.34551.573.34551.con.0001.CDS.141448.141567.fwd	PATRIC	CDS	141448	141567	120	+		PGF_08225224	39	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.191	PATRIC.573.34551.573.34551.con.0001.CDS.141887.142300.rev	PATRIC	CDS	141887	142300	414	-	PLF_570_00004812	PGF_08225224	137	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.192	PATRIC.573.34551.573.34551.con.0001.CDS.142301.142579.rev	PATRIC	CDS	142301	142579	279	-	PLF_570_00004822	PGF_05057053	92	predicted transcriptional regulator	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.24	PATRIC.573.34551.573.34551.con.0001.CDS.14232.15113.rev	PATRIC	CDS	14232	15113	882	-	PLF_570_00031358	PGF_00584095	293	Transposase InsD for insertion element IS2	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.193	PATRIC.573.34551.573.34551.con.0001.CDS.142569.142889.rev	PATRIC	CDS	142569	142889	321	-	PLF_570_00011363	PGF_03449025	106	Toxin HigB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.194	PATRIC.573.34551.573.34551.con.0001.CDS.142970.143194.rev	PATRIC	CDS	142970	143194	225	-	PLF_570_00004857	PGF_00090834	74	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.195	PATRIC.573.34551.573.34551.con.0001.CDS.143205.143417.rev	PATRIC	CDS	143205	143417	213	-	PLF_570_00004776	PGF_08225224	70	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.196	PATRIC.573.34551.573.34551.con.0001.CDS.143478.143876.rev	PATRIC	CDS	143478	143876	399	-	PLF_570_00004634	PGF_06275535	132	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.197	PATRIC.573.34551.573.34551.con.0001.CDS.144236.144355.fwd	PATRIC	CDS	144236	144355	120	+		PGF_08225224	39	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.198	PATRIC.573.34551.573.34551.con.0001.CDS.144470.144820.rev	PATRIC	CDS	144470	144820	351	-	PLF_570_00004698	PGF_06275535	116	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.199	PATRIC.573.34551.573.34551.con.0001.CDS.144817.145089.rev	PATRIC	CDS	144817	145089	273	-	PLF_570_00015522	PGF_01950491	90	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.200	PATRIC.573.34551.573.34551.con.0001.CDS.145186.145320.rev	PATRIC	CDS	145186	145320	135	-	PLF_570_00066853	PGF_10424374	44	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.201	PATRIC.573.34551.573.34551.con.0001.CDS.145785.145946.rev	PATRIC	CDS	145785	145946	162	-	PLF_570_00059187	PGF_03122821	53	Hok/Gef-like protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.202	PATRIC.573.34551.573.34551.con.0001.CDS.146018.147097.fwd	PATRIC	CDS	146018	147097	1080	+	PLF_570_00000106	PGF_09978608	359	Transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.203	PATRIC.573.34551.573.34551.con.0001.CDS.147424.149934.rev	PATRIC	CDS	147424	149934	2511	-	PLF_570_00061983	PGF_08225224	836	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.204	PATRIC.573.34551.573.34551.con.0001.CDS.149912.150952.rev	PATRIC	CDS	149912	150952	1041	-	PLF_570_00005674	PGF_04968998	346	"AAA-family ATPase, Atu6082 type"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.3	PATRIC.573.34551.573.34551.con.0001.CDS.1502.1630.rev	PATRIC	CDS	1502	1630	129	-			42	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.25	PATRIC.573.34551.573.34551.con.0001.CDS.15071.15466.rev	PATRIC	CDS	15071	15466	396	-	PLF_570_00004712	PGF_01000105	131	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.205	PATRIC.573.34551.573.34551.con.0001.CDS.151122.151931.rev	PATRIC	CDS	151122	151931	810	-	PLF_570_00009098	PGF_07304485	269	Putative transposase InsK for insertion sequence element IS150	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.206	PATRIC.573.34551.573.34551.con.0001.CDS.151988.152497.rev	PATRIC	CDS	151988	152497	510	-	PLF_570_00005635	PGF_08225224	169	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.207	PATRIC.573.34551.573.34551.con.0001.CDS.152548.152700.fwd	PATRIC	CDS	152548	152700	153	+	PLF_570_00068743	PGF_09978608	50	Transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.208	PATRIC.573.34551.573.34551.con.0001.CDS.152697.153071.rev	PATRIC	CDS	152697	153071	375	-		PGF_08225224	124	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.209	PATRIC.573.34551.573.34551.con.0001.CDS.153127.153453.rev	PATRIC	CDS	153127	153453	327	-	PLF_570_00004837	PGF_01009331	108	FIG00641039: hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.210	PATRIC.573.34551.573.34551.con.0001.CDS.153450.154178.rev	PATRIC	CDS	153450	154178	729	-	PLF_570_00000064	PGF_00038929	242	Plasmid SOS inhibition protein PsiA	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.211	PATRIC.573.34551.573.34551.con.0001.CDS.154175.154606.rev	PATRIC	CDS	154175	154606	432	-	PLF_570_00004446	PGF_00038932	143	Plasmid SOS inhibition protein PsiB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.212	PATRIC.573.34551.573.34551.con.0001.CDS.154651.156708.rev	PATRIC	CDS	154651	156708	2058	-	PLF_570_00004781	PGF_00406063	685	putative ParB-like nuclease	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.26	PATRIC.573.34551.573.34551.con.0001.CDS.15619.16014.fwd	PATRIC	CDS	15619	16014	396	+	PLF_570_00000003	PGF_06495825	131	IS1 protein InsB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.213	PATRIC.573.34551.573.34551.con.0001.CDS.156778.157026.rev	PATRIC	CDS	156778	157026	249	-	PLF_570_00000054	PGF_00064362	82	UPF0401 protein YkfF	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.214	PATRIC.573.34551.573.34551.con.0001.CDS.157075.157617.rev	PATRIC	CDS	157075	157617	543	-	PLF_570_00000067	PGF_02142873	180	Single-stranded DNA-binding protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.215	PATRIC.573.34551.573.34551.con.0001.CDS.157842.158114.fwd	PATRIC	CDS	157842	158114	273	+	PLF_570_00046461	PGF_08225224	90	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.216	PATRIC.573.34551.573.34551.con.0001.CDS.158452.159015.rev	PATRIC	CDS	158452	159015	564	-	PLF_570_00004658	PGF_04180579	187	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.217	PATRIC.573.34551.573.34551.con.0001.CDS.159063.160418.rev	PATRIC	CDS	159063	160418	1356	-	PLF_570_00004550	PGF_00072490	451	hypothetical plasmid protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.218	PATRIC.573.34551.573.34551.con.0001.CDS.160470.160700.rev	PATRIC	CDS	160470	160700	231	-	PLF_570_00004936	PGF_07517035	76	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.219	PATRIC.573.34551.573.34551.con.0001.CDS.160792.161019.rev	PATRIC	CDS	160792	161019	228	-	PLF_570_00004759	PGF_00324174	75	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.220	PATRIC.573.34551.573.34551.con.0001.CDS.161225.161380.fwd	PATRIC	CDS	161225	161380	156	+	PLF_570_00059938	PGF_08225224	51	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.27	PATRIC.573.34551.573.34551.con.0001.CDS.16168.16572.fwd	PATRIC	CDS	16168	16572	405	+	PLF_570_00004743	PGF_00022105	134	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.221	PATRIC.573.34551.573.34551.con.0001.CDS.161746.162063.rev	PATRIC	CDS	161746	162063	318	-	PLF_570_00003918	PGF_10494469	105	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.222	PATRIC.573.34551.573.34551.con.0001.CDS.162098.162352.rev	PATRIC	CDS	162098	162352	255	-	PLF_570_00000122	PGF_08970263	84	DNA polymerase III theta subunit (EC 2.7.7.7)	GO:0003887|DNA-directed DNA polymerase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.223	PATRIC.573.34551.573.34551.con.0001.CDS.162589.163014.rev	PATRIC	CDS	162589	163014	426	-	PLF_570_00004893	PGF_00695685	141	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.224	PATRIC.573.34551.573.34551.con.0001.CDS.163052.163267.fwd	PATRIC	CDS	163052	163267	216	+	PLF_570_00080689	PGF_05032146	71	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.225	PATRIC.573.34551.573.34551.con.0001.CDS.163534.164001.rev	PATRIC	CDS	163534	164001	468	-		PGF_05999364	155	hypothetical protein	
